"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"99","U",81,"4",28962,24,"P","F",35,4192.93,1
"98","U",138.765370470937,"1",90214,3,"P","F",42,10528.7,7
"01","U",34,"2",42535,3,"O","M",25,2966.9,1
"01","U",58,"3",23849,1,"D","F",60,11952.49,9
"00","A",88,"0",15915,16,"D","M",39,34872.8,76
"98","C",49,"0",61928,6,"D","M",38,21033.57,28
"01","C",77,"0",113352,18,"P","F",33,14260.83,13
"01","C",54,"3",48451,7,"P","M",69,19690.2,24
"01","U",67,"4",27993,4,"D","F",51,2328.69,0
"99","C",62,"1",77535,19,"O","M",44,13978.13,12
"99","B",83,"1",103785,14,"O","M",27,30692.85,59
"01","C",63,"3",78785,4,"O","F",25,23539.09,35
"01","U",80,"2",84072,8,"D","F",24,12088.7,9
"01","C",90,"0",32664,16,"D","M",48,18267.42,21
"98","B",59,"1",10823,9,"D","M",55,26069.56,42
"02","M",41,"0",51285,19,"O","M",24,39570.8,98
"98","C",50,"1",62535,19,"O","F",77,17845.39,20
"98","U",50,"4",3722,17,"P","F",66,7525.3,4
"99","C",86,"2",61974,15,"D","M",63,16096.23,16
"00","C",72,"3",108045,3,"D","M",33,12334.64,10
"99","C",69,"0",113117,15,"D","M",52,13695.19,12
"99","M",51,"0",63785,24,"O","F",43,39993.93,100
"98","B",72,"1",90035,24,"O","M",37,26462.52,44
"02","C",71,"4",88785,8,"O","F",26,17542.48,19
"02","C",41,"4",88502,3,"D","F",22,18808.55,22
"02","M",50,"3",62263,22,"D","F",25,35828.97,80
"01","U",59,"4",78938,25,"D","F",25,11934.17,9
"99","C",58,"3",16590,6,"D","M",20,24681.72,38
"98","M",36,"1",45035,18,"O","M",18,37682,89
"02","M",71,"4",65997,19,"P","F",75,38221.04,91
"98","A",33,"2",41285,11,"O","F",22,31240.48,61
"02","C",71,"0",54210,13,"D","F",78,15554.55,15
"99","U",72,"2",90035,16,"O","M",54,8519.77,5
"00","U",50,"2",109525,5,"P","F",50,5784.18,2
"01","U",48,"2",50581,22,"D","F",67,10925.68,7
"98","A",58,"2",88818,19,"D","M",76,31009.42,60
"99","M",43,"4",75617,12,"D","F",21,36104.17,81
"00","U",82,"2",102535,12,"O","M",61,8186.82,4
"99","B",70,"0",5504,19,"P","M",43,27816.13,48
"98","A",60,"4",75035,8,"O","M",20,33720.23,71
"00","M",86,"0",107535,5,"O","F",47,36363.47,83
"01","U",44,"0",17758,11,"P","M",50,10352.04,7
"01","B",79,"3",45854,17,"D","F",62,26407.44,44
"99","U",67,"2",83785,15,"O","F",69,7205.24,3
"99","C",75,"2",93785,20,"O","F",57,22662.96,32
"02","C",77,"1",88761,4,"P","F",52,22710.7,32
"01","B",52,"4",116001,5,"P","M",38,28438.98,51
"98","C",64,"1",80035,21,"O","M",48,13460.89,11
"00","C",88,"2",31686,1,"P","M",29,17469.63,19
"01","C",84,"3",83155,10,"P","F",59,24063.64,36
"01","C",40,"0",89515,24,"P","M",46,15823.43,16
"02","C",51,"0",53142,8,"P","F",67,23417.79,34
"02","C",90,"0",112535,13,"O","F",61,24990,39
"00","C",33,"0",41285,24,"O","F",24,19749.37,24
"02","U",39,"3",59652,12,"P","F",31,11163.03,8
"98","U",89,"4",117420,6,"D","M",37,11272.67,8
"98","C",86,"1",107535,23,"O","F",64,15972.96,16
"00","B",32,"0",25646,19,"D","M",55,30401.7,58
"98","U",73,"4",91285,16,"O","F",26,7768.25,4
"02","A",35,"0",76956,24,"D","F",78,33369.01,70
"00","U",83,"3",70347,18,"P","M",34,3572.08,1
"98","M",82,"0",83706,10,"D","F",30,35748.51,80
"98","B",43,"3",53785,22,"O","F",20,29285.72,54
"02","C",80,"4",74345,15,"P","F",30,16710.65,17
"00","A",90,"4",112535,2,"O","F",61,31003.71,60
"98","U",31,"1",89922,17,"P","F",64,11060.81,8
"98","C",59,"2",70542,12,"P","F",73,20766.32,27
"01","U",56,"1",105235,21,"P","F",56,9953.97,6
"99","A",77,"3",36113,9,"P","F",69,31768.61,63
"02","U",80,"0",100035,12,"O","F",19,11261.92,8
"00","B",71,"0",29137,18,"D","M",70,27448.24,47
"00","U",50,"0",14229,9,"P","M",25,6845.86,3
"02","C",34,"4",77840,12,"D","F",76,19594.33,24
"01","B",57,"1",40277,3,"D","M",29,29493.04,54
"99","C",84,"4",85141,21,"D","F",44,13990.99,12
"99","C",36,"4",45035,1,"O","M",39,25090.07,39
"99","C",57,"1",55629,6,"P","M",44,24371.28,37
"99","C",79,"3",48399,20,"P","M",77,15707.81,15
"98","B",70,"4",72590,15,"P","M",62,30657.23,59
"02","U",84,"0",105035,6,"O","F",67,6237.91,2
"02","M",77,"1",92874,2,"D","F",53,37561.82,88
"02","U",80,"4",100035,8,"O","F",53,2215.97,0
"99","U",82,"3",64576,8,"P","M",52,2588.4,0
"00","U",63,"1",81055,6,"D","M",25,8227.71,4
"98","B",51,"3",63785,2,"O","F",46,28440.98,51
"01","U",70,"3",87535,8,"O","M",44,10082.3,6
"02","C",77,"2",96285,22,"O","F",51,14359.97,13
"01","A",64,"0",60256,16,"D","M",68,33426.83,70
"01","B",65,"0",105867,16,"D","F",64,26887.75,45
"98","U",38,"4",47535,6,"O","M",31,10664.37,7
"01","C",44,"0",111819,21,"D","M",24,16497.95,17
"99","C",41,"2",507,3,"P","M",77,13527.4,11
"00","C",80,"0",100035,20,"O","M",39,18173.59,21
"99","U",43,"0",29304,24,"P","F",26,10353.48,7
"02","M",56,"4",70035,18,"O","F",77,37516.23,88
"01","C",80,"4",100035,8,"O","M",64,24776.76,38
"02","C",52,"3",65035,16,"O","M",46,21888.27,30
"01","C",60,"3",75035,3,"O","M",42,20035.77,25
"99","U",36,"3",56395,3,"P","M",79,2022.73,0
"98","C",74,"1",92535,13,"O","M",69,14797.62,14
"98","A",77,"1",115933,7,"P","F",55,31325.04,61
"98","C",70,"0",87535,23,"O","M",29,16591.9,17
"98","A",47,"1",7919,21,"P","M",54,31448.52,62
"02","A",60,"1",75035,15,"O","F",37,35502.32,79
"00","C",32,"2",54049,3,"D","M",36,15250.96,15
"00","C",66,"4",91755,15,"D","M",54,18100.7,20
"01","C",35,"4",71089,1,"P","M",47,18637.04,22
"99","M",66,"3",52202,16,"D","F",63,36505.71,83
"98","B",77,"0",102797,10,"P","M",61,29965.23,56
"99","M",60,"1",43921,22,"P","F",55,39472.64,97
"02","U",57,"3",27059,20,"P","F",62,4645.17,1
"02","U",84,"2",105035,2,"O","M",36,1917.69,0
"99","C",71,"0",101267,3,"P","F",54,16383.49,17
"99","U",46,"4",57535,15,"O","M",60,3376.43,1
"01","C",73,"2",48355,7,"D","M",80,13770.48,12
"98","C",42,"2",52535,2,"O","F",72,14924.03,14
"00","U",88,"0",2601,18,"D","M",48,10064.43,6
"99","A",41,"0",94488,9,"P","M",34,33754.47,71
"02","C",70,"1",5362,23,"P","F",48,18191.17,21
"02","U",35,"0",58820,6,"D","M",41,7612.01,4
"99","C",43,"3",26499,7,"D","M",45,12568.44,10
"98","B",50,"2",71226,8,"P","F",71,25265.14,40
"98","C",38,"2",89093,10,"P","M",57,23385.29,34
"00","U",76,"1",51382,22,"D","F",64,5121.76,2
"01","M",83,"3",75253,5,"D","M",20,37672.53,89
"01","A",46,"4",82906,3,"D","M",77,33471.02,70
"00","M",67,"0",11042,24,"D","M",30,38588,93
"99","U",45,"1",13428,2,"D","F",22,7793.8,4
"01","U",36,"4",77078,4,"D","F",28,1194.32,0
"98","C",83,"0",7130,9,"P","F",31,14268.49,13
"00","U",67,"1",56366,7,"P","M",61,3206.15,1
"02","U",36,"4",71157,16,"D","M",51,5513.73,2
"02","C",43,"1",53785,8,"O","F",65,16944.75,18
"98","M",89,"3",111285,3,"O","F",44,37920.11,90
"99","C",51,"3",59816,10,"P","F",27,20181.74,25
"02","A",83,"0",103785,4,"O","F",48,32430.78,66
"00","A",44,"4",55035,12,"O","M",30,34905.28,76
"01","U",66,"0",6983,7,"D","F",50,9587.53,6
"01","U",75,"3",104849,24,"P","M",31,8593.78,5
"00","C",50,"1",90032,7,"P","F",37,20863.6,27
"98","U",88,"4",94520,16,"D","F",72,8727.1,5
"02","B",130.94097269699,"0",109642,5,"P","M",69,28427.79,51
"00","B",72,"0",90035,20,"O","F",43,25921.67,42
"98","U",37,"2",49051,3,"D","F",67,3171.05,1
"02","A",49,"2",113266,11,"P","F",26,33804.08,71
"98","U",85,"4",31973,4,"D","M",23,1174.62,0
"99","U",45,"1",54798,2,"P","F",45,8047.14,4
"99","U",66,"1",82535,10,"O","M",65,11086.28,8
"00","A",43,"3",53785,23,"O","F",58,33153.72,69
"02","C",67,"1",101951,14,"D","F",72,22733.75,32
"02","C",80,"0",7541,6,"D","F",60,15255.86,15
"02","U",67,"3",83785,25,"O","F",22,6905.63,3
"00","C",76,"1",24196,2,"P","F",73,15722.81,15
"00","U",35,"4",43785,2,"O","M",32,12054.14,9
"00","A",59,"0",77044,20,"P","M",51,31305.23,61
"98","B",33,"4",84648,5,"P","M",58,30694.63,59
"98","C",34,"0",42535,9,"O","M",59,14868.6,14
"00","C",67,"1",99339,8,"D","M",20,15063.63,14
"98","U",83,"4",105376,16,"D","F",54,5890.21,2
"01","U",63,"2",78785,17,"O","M",30,583.05,0
"01","C",76,"4",113900,11,"D","F",54,19694.89,24
"99","C",45,"4",59888,16,"D","F",57,16846.38,18
"99","U",67,"1",88263,4,"P","F",49,9779.58,6
"02","B",87,"2",18366,14,"P","M",26,27932.64,49
"99","A",54,"3",112608,9,"P","F",41,31673.02,63
"01","M",61,"0",100713,21,"P","M",22,36423.95,83
"02","B",51,"3",94389,7,"D","F",27,26533.54,44
"02","U",69,"4",86285,7,"O","F",39,5369.26,2
"98","U",39,"4",111981,15,"P","F",38,8690.57,5
"98","M",34,"3",42535,14,"O","M",29,39073.84,95
"01","U",48,"3",60035,6,"O","M",52,3665.22,1
"00","C",41,"0",51285,15,"O","M",30,16701.97,17
"99","U",55,"2",107354,17,"P","M",51,10852.91,7
"98","C",49,"0",61285,24,"O","M",74,17701.6,20
"01","U",81,"0",774,16,"D","F",29,8905.32,5
"01","C",61,"2",23184,18,"D","F",55,18600.88,22
"00","B",70,"2",92481,22,"D","M",21,28892.6,52
"98","C",82,"1",102535,13,"O","F",28,13790.67,12
"98","B",54,"3",67535,4,"O","F",56,26160.2,43
"00","U",86,"2",96358,1,"P","M",80,7385.22,3
"00","C",61,"2",113024,9,"D","F",65,16356.83,17
"99","C",48,"0",5995,4,"D","M",64,20793.09,27
"02","C",53,"3",64917,12,"D","M",48,22923.06,33
"01","U",80,"0",16498,19,"D","F",38,11183.07,8
"98","B",89,"2",87193,17,"D","M",71,26485.02,44
"02","M",80,"3",51383,16,"D","M",26,39009.91,95
"02","U",88,"1",117217,18,"P","M",41,6125.36,2
"01","C",46,"2",57535,21,"O","F",68,23908.73,36
"02","U",36,"4",43646,25,"D","F",67,6869.05,3
"98","C",37,"0",102650,15,"P","M",57,23934.57,36
"99","C",49,"4",79016,18,"P","F",30,21190.78,28
"00","C",63,"1",78785,15,"O","F",32,21091.02,28
"01","M",69,"3",20856,15,"P","F",78,38183.76,91
"01","U",41,"4",65384,14,"P","F",45,1532.08,0
"01","C",60,"3",54884,15,"P","F",22,16771.62,18
"99","U",67,"4",99397,11,"D","F",23,8662.72,5
"01","C",48,"4",63209,22,"D","M",28,22955.02,33
"01","B",38,"1",30120,21,"P","F",41,28142.53,50
"98","U",50,"2",13744,19,"P","M",49,10900.9,7
"00","U",38,"0",99418,1,"D","F",71,3665.18,1
"99","U",58,"3",72535,6,"O","M",62,5033.95,2
"99","U",73,"4",17621,8,"D","F",23,3472.83,1
"99","B",36,"0",53504,12,"P","F",78,26704.63,45
"98","C",31,"1",56208,21,"P","M",39,16904.65,18
"01","U",89,"4",111285,16,"O","F",61,4318.43,1
"00","U",40,"0",50035,14,"O","M",55,7769.63,4
"99","C",50,"2",77250,21,"D","M",32,15270.97,15
"00","U",82,"4",7358,24,"D","F",36,11851.96,9
"01","C",36,"2",45035,14,"O","M",41,21578.91,29
"00","C",43,"3",38023,1,"D","F",56,14899.42,14
"00","C",40,"2",50035,13,"O","F",61,22947.01,33
"02","B",66,"1",98724,25,"D","F",23,30153.96,57
"01","M",38,"4",47535,7,"O","M",29,36493,83
"01","C",53,"2",96598,14,"D","F",36,21845.91,30
"02","C",85,"2",83220,15,"D","M",52,14891.32,14
"00","C",75,"4",93785,10,"O","F",73,21078.56,28
"00","U",61,"4",57834,15,"D","F",61,9437.07,6
"00","U",52,"3",65035,16,"O","M",20,6470.21,3
"99","U",59,"1",73785,7,"O","F",75,1385.58,0
"99","B",45,"3",93205,1,"D","M",54,29274.33,54
"99","U",45,"2",64667,11,"D","M",73,6261.09,2
"00","C",64,"3",76150,8,"P","M",56,13195.07,11
"01","M",86,"2",107535,24,"O","M",20,38418.39,92
"02","M",83,"3",29743,11,"P","M",29,38948.96,95
"99","M",81,"1",103319,8,"P","F",28,38795.36,94
"01","M",42,"3",52535,11,"O","M",28,38460.63,92
"99","C",77,"3",96285,10,"O","F",51,21996.21,30
"99","C",47,"2",4696,21,"D","M",33,23383.68,34
"01","U",41,"4",51285,4,"O","M",73,9421.15,6
"01","M",72,"1",92942,14,"D","M",23,37168.12,86
"00","B",61,"4",51410,6,"P","F",73,27947.27,49
"98","C",73,"2",105739,6,"D","M",24,19730.07,24
"02","C",34,"0",11519,3,"D","M",79,21062.17,28
"02","B",30,"2",37535,16,"O","F",62,27612.48,48
"01","A",38,"4",77605,17,"P","F",31,31019.07,60
"98","B",74,"1",119029,3,"D","M",79,29612.43,55
"99","C",86,"4",14159,14,"P","F",61,14943.66,14
"98","C",40,"3",99089,24,"D","M",19,23984.49,36
"98","U",75,"3",97392,15,"D","M",26,10305.08,7
"02","U",71,"0",42373,4,"D","M",54,8257.52,4
"98","A",80,"1",100035,5,"O","F",44,31673.64,63
"00","U",41,"0",28135,20,"D","F",19,2865.71,1
"00","M",79,"1",118035,14,"D","M",25,38851.03,94
"99","U",70,"4",69959,14,"D","F",30,2519.64,0
"02","U",70,"2",87535,19,"O","F",57,7882.42,4
"00","U",56,"2",60707,13,"P","M",40,3546.79,1
"00","U",130.933953928761,"0",19650,8,"P","F",48,2807.53,0
"02","C",49,"1",109002,9,"P","F",56,20590.9,26
"00","A",36,"1",8891,9,"D","M",23,32427.57,66
"02","C",65,"3",81285,2,"O","M",53,24872.24,39
"01","C",47,"0",109493,11,"P","M",50,20963.76,27
"00","A",43,"4",68625,13,"D","M",38,34075.88,73
"02","M",49,"2",68389,25,"D","F",39,35987.37,81
"01","C",56,"1",107639,12,"P","M",77,23813.65,35
"98","U",62,"3",77535,17,"O","M",65,5153.25,2
"01","U",45,"2",82785,17,"D","M",57,7057.38,3
"01","U",71,"4",88785,1,"O","M",73,5716.99,2
"98","C",53,"2",102725,15,"D","M",34,25043.46,39
"00","M",88,"0",12584,8,"P","M",20,37177.12,86
"98","U",68,"4",1827,10,"P","M",47,11155.93,8
"98","B",48,"4",60035,15,"O","F",34,30455.95,58
"99","U",49,"1",36117,17,"P","F",70,8327.47,4
"02","U",82,"2",24252,21,"P","M",71,8430.87,4
"02","A",85,"1",54758,14,"P","F",38,35313.46,78
"99","C",80,"4",52534,23,"P","F",28,12488.73,10
"00","A",83,"3",70110,15,"D","M",77,33236.43,69
"02","U",87,"4",108785,20,"O","F",48,4966.37,2
"02","U",42,"3",77476,8,"P","M",80,9021.12,5
"01","B",48,"0",66170,19,"D","F",22,25149.68,40
"98","U",90,"4",23863,3,"D","M",59,1060.42,0
"99","C",36,"3",7869,17,"D","M",37,17440.08,19
"99","C",67,"1",83785,7,"O","M",31,15531.85,15
"01","B",35,"4",79724,14,"P","M",44,27068.7,46
"02","U",69,"1",86285,12,"O","M",69,6922.65,3
"00","C",65,"4",63276,9,"P","F",50,13983.76,12
"00","B",39,"3",28304,11,"P","M",18,29308.49,54
"02","U",54,"0",18539,3,"D","F",24,10863.94,7
"00","U",41,"3",51285,15,"O","F",70,6270.6,2
"98","C",47,"0",49414,21,"P","F",65,16527.39,17
"02","C",72,"3",60759,24,"D","M",60,18149.4,21
"01","A",84,"4",56683,9,"D","F",80,35660.37,79
"02","A",81,"1",101285,6,"O","F",46,30883.92,60
"99","U",30,"3",5716,21,"P","M",51,9326.64,5
"00","U",81,"0",39187,25,"P","F",79,3388.19,1
"99","C",73,"4",91285,18,"O","F",67,25026.42,39
"99","C",85,"3",75350,12,"P","F",19,16171.73,16
"00","C",73,"4",7058,4,"D","F",22,17081.78,18
"01","M",61,"0",21464,22,"D","M",27,38212.31,91
"99","C",52,"3",27355,6,"P","M",70,15603.9,15
"98","B",62,"4",77535,21,"O","F",69,27751.14,48
"01","U",74,"1",92535,15,"O","M",29,6822.2,3
"99","B",37,"3",40969,14,"D","F",64,29104.59,53
"00","U",88,"2",35612,2,"P","F",19,1802.27,0
"00","U",90,"4",61718,22,"D","F",36,4883.13,1
"00","B",43,"3",53785,3,"O","M",79,29528.84,54
"98","B",30,"0",59144,21,"D","M",76,30053.54,56
"98","M",81,"2",101285,3,"O","M",19,36195.28,82
"01","U",82,"3",98307,19,"D","M",62,8257.4,4
"99","M",70,"3",87535,18,"O","F",35,36886.41,85
"98","A",82,"2",71907,25,"P","F",47,33395.22,70
"02","U",69,"4",13066,14,"P","M",39,3244.8,1
"02","C",67,"3",61842,2,"P","F",47,18544.44,21
"98","A",53,"4",62842,1,"P","M",78,34222.93,73
"00","C",65,"3",118651,10,"D","M",59,12384.35,10
"99","U",80,"3",100035,10,"O","F",56,6829.66,3
"02","A",61,"0",76285,7,"O","M",48,33166.36,69
"99","U",82,"0",97064,16,"D","F",30,6684.86,3
"99","U",50,"2",62535,21,"O","M",31,11585.06,8
"98","B",59,"4",9479,13,"P","M",40,25758.74,41
"98","U",89,"4",64820,7,"D","F",43,5188.36,2
"99","U",57,"3",2606,14,"D","M",18,8858.25,5
"98","U",57,"1",37023,3,"P","F",19,3867.11,1
"98","C",71,"4",59146,4,"P","F",60,24401.37,37
"01","U",66,"1",75866,22,"P","M",43,10978.13,8
"02","B",62,"2",81560,18,"P","M",53,26314.3,43
"00","B",37,"0",61957,12,"P","F",33,26385.05,44
"99","C",71,"0",10822,3,"D","M",60,22027,30
"98","C",86,"2",103326,16,"P","F",69,19749.58,24
"00","C",65,"4",21104,3,"P","F",38,15690.44,15
"99","U",67,"3",83785,17,"O","M",24,1681.28,0
"00","U",59,"3",30742,7,"P","M",19,5067.92,2
"00","C",87,"0",108785,14,"O","F",32,21309.1,28
"01","B",43,"1",53785,24,"O","M",33,30634.24,59
"98","B",81,"1",68826,23,"D","M",41,26771.64,45
"00","C",34,"0",26735,12,"D","F",35,15300.23,15
"99","B",62,"4",44228,5,"P","M",40,27552.96,47
"01","C",48,"4",60035,7,"O","F",30,22798.53,32
"99","C",50,"0",24809,12,"P","F",45,22561.14,32
"99","A",50,"2",62535,24,"O","M",77,35209.1,77
"01","C",135.503526451066,"4",47535,14,"O","M",22,21329.44,28
"01","A",39,"3",19181,14,"P","F",25,34612.6,75
"02","U",48,"2",60035,11,"O","M",22,6462.62,3
"02","B",30,"0",84763,24,"D","M",45,26943.84,45
"00","U",82,"2",102535,23,"O","M",27,5926.71,2
"00","M",81,"3",35907,5,"P","F",22,38388.63,92
"00","C",40,"0",86189,18,"P","M",24,24524.19,38
"02","M",85,"1",46115,19,"D","F",65,38456.62,92
"99","U",60,"2",4047,13,"D","F",76,8769.76,5
"99","C",86,"1",107535,4,"O","F",69,18194.24,21
"01","C",32,"2",11883,7,"D","F",76,24566.6,38
"01","M",85,"4",76272,12,"D","F",61,35843.63,80
"99","C",56,"1",17148,22,"P","F",53,24909.41,39
"98","U",36,"0",32510,6,"P","M",66,8882.04,5
"98","C",55,"0",80881,8,"D","F",21,21676.03,29
"00","U",37,"0",46285,9,"O","M",58,12256.84,9
"00","U",47,"3",58785,8,"O","M",30,11742.88,9
"99","U",59,"2",62917,22,"D","F",29,4199.36,1
"00","C",78,"1",52018,4,"P","F",57,19200.25,23
"98","B",36,"2",7816,8,"D","M",42,28168.8,50
"98","M",41,"3",24480,22,"D","M",26,38129.51,91
"99","U",77,"1",100474,12,"P","F",57,10286.99,7
"01","M",62,"0",77535,6,"O","F",23,36531.36,83
"01","C",67,"0",73251,9,"P","F",44,24852.77,39
"00","C",65,"1",86592,10,"P","F",49,22776.28,32
"99","M",54,"0",97302,12,"P","M",19,38543.1,93
"01","C",69,"4",86285,25,"O","F",25,24837.28,39
"01","U",70,"4",16014,24,"D","F",67,2024.42,0
"99","U",62,"3",92385,20,"D","F",66,10496.44,7
"02","C",38,"0",119761,20,"D","M",62,18408.55,21
"99","C",38,"0",1713,3,"P","F",32,20587,26
"98","U",66,"3",119717,20,"P","F",74,6151.69,2
"98","A",83,"2",103785,1,"O","M",35,31666.71,63
"98","B",73,"2",91285,22,"O","M",43,28091.35,49
"98","M",45,"2",56285,18,"O","M",23,38684.93,94
"00","A",33,"3",108850,20,"P","M",68,33834.67,72
"98","U",87,"4",49878,25,"D","F",18,3026.17,1
"99","A",51,"1",63785,22,"O","F",74,31436.46,62
"02","C",82,"0",39935,21,"P","F",44,13226.02,11
"00","U",48,"3",31706,20,"D","F",42,12203.03,9
"01","C",79,"0",35869,16,"D","M",34,21990.47,30
"98","U",85,"4",1512,20,"D","M",32,12170.25,9
"00","C",83,"1",103785,22,"O","M",72,15856.9,16
"01","M",56,"0",10047,2,"D","F",22,39246.25,96
"01","U",66,"0",82535,5,"O","F",27,9039.78,5
"00","A",71,"0",88785,6,"O","F",38,32249.46,65
"00","B",32,"1",6007,7,"P","F",72,25226.5,40
"00","C",37,"4",82036,3,"P","M",54,16425.57,17
"01","C",88,"4",110035,17,"O","F",55,24938.9,39
"01","U",35,"2",95608,7,"D","F",56,1490.03,0
"01","B",52,"2",65035,2,"O","M",44,28880.19,52
"02","A",82,"3",103019,11,"P","F",42,32331.09,65
"02","U",49,"4",27070,5,"P","M",77,11284.86,8
"98","U",86,"4",110324,10,"D","M",25,9225.69,5
"00","U",77,"3",7278,18,"P","F",62,7290.89,3
"98","B",69,"2",49939,23,"D","M",28,28850.72,52
"00","U",34,"4",51502,10,"D","M",20,906.44,0
"98","U",62,"3",114128,6,"D","M",43,8075.85,4
"01","B",87,"2",108785,19,"O","F",23,28895.48,52
"00","C",78,"0",74435,9,"P","F",79,17749.8,20
"02","U",83,"2",103785,5,"O","F",60,1356,0
"00","C",44,"1",55035,9,"O","M",30,18734.44,22
"98","C",32,"2",26197,20,"P","F",35,24340.92,37
"00","M",75,"1",93785,21,"O","F",54,36642.54,84
"02","U",33,"4",109783,8,"D","M",19,7510.39,4
"99","M",86,"4",78639,17,"D","F",72,37948.62,90
"98","U",64,"3",80035,8,"O","M",25,6529.57,3
"01","M",89,"4",72244,7,"P","M",23,37399.25,87
"02","U",84,"2",44236,3,"P","F",23,3094.38,1
"98","U",40,"2",75079,19,"P","F",27,6132.2,2
"99","U",44,"1",109077,2,"P","F",37,1424.96,0
"98","U",81,"0",101285,13,"O","F",66,10791.21,7
"98","C",61,"0",92133,1,"D","F",66,15892.25,16
"01","B",69,"4",99610,14,"D","F",31,27501.51,47
"98","B",31,"3",42874,7,"D","F",54,29618.14,55
"02","U",40,"1",50035,8,"O","F",61,1004.18,0
"02","C",33,"0",102761,11,"P","F",71,16815.79,18
"98","C",42,"0",105835,16,"D","F",45,18651.74,22
"01","C",43,"3",98843,23,"D","F",41,18689.13,22
"00","C",45,"3",62371,8,"P","F",48,14667.19,13
"99","A",80,"2",83815,24,"P","F",34,35230.07,78
"02","U",40,"1",86778,20,"D","M",46,5681.83,2
"99","A",65,"1",81285,10,"O","F",76,32201.22,65
"00","C",40,"1",40726,2,"D","M",21,20549.55,26
"98","B",88,"4",12306,11,"D","F",19,27347.12,47
"99","C",44,"0",97036,12,"P","M",36,23086.04,33
"98","U",89,"0",111285,21,"O","M",75,3298.63,1
"00","B",69,"3",51490,8,"D","M",31,26914.16,45
"02","A",69,"1",38704,8,"D","F",76,34368.79,74
"02","U",31,"3",99863,24,"P","M",48,2742.78,0
"01","M",80,"4",28335,4,"P","M",21,37118.1,86
"00","M",37,"1",91199,15,"P","F",63,38080.03,91
"01","C",62,"3",8491,6,"P","F",29,15471.09,15
"02","C",83,"4",66812,9,"P","M",79,15195.53,14
"02","C",77,"3",1858,8,"D","M",34,22854.65,33
"98","C",64,"0",64548,6,"D","F",56,12732.5,10
"00","A",73,"4",50725,17,"D","M",52,31178.17,61
"01","M",64,"4",6296,12,"D","F",23,36054.4,81
"00","M",63,"4",76296,12,"P","F",68,37239.48,87
"02","C",65,"2",38391,5,"P","M",55,16466.96,17
"99","U",42,"2",33572,9,"P","F",79,1096.02,0
"01","U",73,"2",36912,9,"D","F",71,9723.64,6
"00","C",88,"0",46848,20,"P","F",33,23890.69,36
"99","B",68,"3",1466,17,"P","M",51,29100.4,53
"98","M",35,"3",52614,16,"D","M",27,36105.28,81
"99","M",130.882995636202,"0",47535,24,"O","M",25,39124.16,96
"99","C",58,"0",48080,17,"D","F",78,19803.73,25
"00","M",81,"2",117880,17,"D","M",19,36069.56,81
"98","M",44,"0",59561,17,"D","F",50,36344.88,83
"02","C",37,"3",30026,19,"D","F",55,23938.51,36
"02","C",75,"4",93785,3,"O","M",57,24104.05,36
"01","U",72,"1",90035,5,"O","M",52,3953.62,1
"00","C",60,"2",74506,14,"P","F",59,24965.54,39
"01","A",67,"0",94480,17,"P","F",73,35230.12,78
"02","B",32,"2",3854,14,"D","F",32,25704.39,41
"99","U",75,"0",23926,10,"D","F",56,2085.6,0
"02","M",33,"1",111769,3,"P","M",25,39271.81,96
"98","C",33,"0",104893,23,"D","M",57,15978.41,16
"99","U",79,"2",50577,15,"P","F",37,7007.34,3
"00","C",64,"0",80035,21,"O","M",77,18103.94,20
"00","U",79,"3",11102,23,"D","M",73,8956.03,5
"02","A",48,"4",12116,12,"P","F",64,33356.45,70
"01","U",88,"3",31046,18,"D","M",29,11600.44,8
"99","U",73,"3",112752,16,"D","F",31,4086.34,1
